Datum 1  registrace,Datum 1  registrace v ČR,ZTP,ES EU,Druh vozidla,Druh vozidla 2  ř ,Kategorie vozidla,Tovární značka,Typ,Varianta,Verze,VIN,Obchodní označení,Výrobce vozidla,Výrobce motoru,Typ motoru,Max  výkon  kW     min⁻¹ ,Palivo,Zdvihový objem  cm³ ,Plně elektrické vozidlo,Hybridní vozidlo,Třída hybridního vozidla,Emisní limit  EHKOSN EHSES ,Stupeň plnění emisní úrovně,Korigovaný součinitel absorbce  m⁻¹ ,CO2 město  mimo město kombinované  g km-1 ,Specifické CO2,Snížení emisí – NEDC,Snížení emisí – WLTP,Spotřeba předpis,Spotřeba město  mimo město kombinovaná  l 100km⁻¹ ,Spotřeba při rychlosti  l 100 km⁻¹ ,Spotřeba el  mobil  Wh km  – Z,Dojezd ZR  km ,Výrobce karoserie,Druh (typ),Výrobní číslo karoserie,Barva,Barva doplňková,Počet míst celkem   k sezení   k stání,Celková délka šířka výška  mm ,Rozvor  mm ,Rozchod  mm ,Provozní hmotnost,Největší technicky přípustná povolená hmotnost  kg ,Největší technicky přípustná povolená hmotnost na nápravu  kg ,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  brzděného,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  nebrzděného,Největší technicky přípustná povolená hmotnost jízdní soupravy  kg ,Hmotnosti vozidla při testu WLTP,Průměrná hodnota užitečného zatížení,Spojovací zařízení - druh,Počet náprav - z toho poháněných,Kola a pneumatiky na nápravě - rozměry montáž  N 1; N 2; N 3; N 4 ,Vnější hluk vozidla  dB(A)  - stojícího při ot   min⁻¹ ,Za jízdy,Nejvyšší rychlost  km h⁻¹ ,Poměr Výkon Hmotnost  kW kg⁻¹ ,Inovativní technologie,Stupeň dokončení,Faktor odchylky - DE,Faktor verifikace - Vf,Účel vozidla,Další záznamy,Alternativní provedení,Číslo TP,Číslo ORV,Druh RZ,Zařazení vozidla,Status,PČV,ABS,Airbag,ASR,Brzdy nouzová,Brzdy odlehčovací,Brzdy parkovací,Brzdy provozní,Doplňkový text na TP,Hmotnosti provozní Do,Hmotnosti zatížení SZ,Hmotnosti zatížení SZ typ,Hydropohon,Objem cisterny,Zatížení střechy,Číslo motoru,Nejvyšší rychlost omezení,Ovládání brzd SZ,Ovládání brzd SZ druh,Retarder,Rok výroby,Délka do,Ložná délka,Ložná šířka,Výška do,Typ kód,RM zániku,Stupeň autonomity vozidla
01.01.1989,01.01.1989,2641-003-01,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2107 XTA2107 /",,,XTA210700K0438170,.,".",".",VAZ 2103,"0 / 0",BA 96 I BA 95 B,"1452",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,XTA210700K0438170,ČERVENÁ-TMAVÁ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,1030,1430/ 1430,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AI990905,BAC828859,OSOBNÍ,RSV,ZÁNIK,1267482,,,,False,False,False,False,"",,,,,0,0,578488,,,,,1989,,0,0,,,PROSTĚJOV,Neuvedeno
01.01.1966,23.05.1974,527,,Motocykl soutěžní,.,L3,.,"JAWA 250/652-01 /",,,559-169723,.,".",".",JAWA 652-01,"0 / 0",BA 88,"247",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,559-169723,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,130,310/ 310,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AB744184,,MOTOCYKL,RSV,ZÁNIK,1267483,,,,False,False,False,False,"",,,,,0,0,551-171353,,,,,1966,,0,0,,,LOUNY,Neuvedeno
18.01.1999,18.01.1999,,,Přívěs za os.automobil-nákladní,VALNÍKOVÝ,O1,Vlastní výroba,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,7/64586,,"VLASTNÍ VÝROBA","",,"/",,"",NE,NE,, / ,Neuvedeno,"", /  / ,,,,"","0 / 0 / 0","",,,"VLASTNÍ VÝROBA",PŘÍVĚS-VALNÍK,7/64586,HNĚDÁ,,0 / 0 / 0,4140/ 2060/ 800,1250,/ / / ,100,750/ 750,750/ 750|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,TŘÍDA B,1/ -0,"155/14/  R14|155/14/ R14|/ |/ |","0/ 0",0,80,,,,,,Běžný provoz,"*195/55 R15,   205/55 R16, 195/65 R15,  215/60 R16,  185-R14,  175-R14,  |VOZIDLO PLNÍ POŽADAVKY ZÁKONA Č. 56/2001 SB.",,,UBK277711,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,1267484,,,,,,,,"*195/55 R15,   205/55 R16, 195/65 R15,  215/60 R16,  185-R14,  175-R14,  |VOZIDLO PLNÍ POŽADAVKY ZÁKONA Č. 56/2001 SB.",,,,,,0,,,,,,1999,,3010,1610,,,,Neuvedeno
01.01.1976,12.06.1980,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,9054327,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,9054327,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AE156534,,OSOBNÍ,RSV,PROVOZOVANÉ,1267485,False,,False,False,False,True,True,"",,,,,0,0,547587/8,,,,,1976,,0,0,,722,,Neuvedeno
01.01.1970,20.05.1980,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,513700,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,513700,ZEL-ŽLUTÁ-TMAVÁ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AC551473,,OSOBNÍ,RSV,ZÁNIK,1267486,False,,False,False,False,True,True,"",,,,,0,0,505526-8,,,,,1970,,0,0,,722,PRAHA HLAVNÍ MĚSTO,Neuvedeno
01.01.1966,17.03.1977,,,Přívěs za os.automobil,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY /",,,1/10-33/77,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,1/10-33/77,ČERVENÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE063829,,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1267487,,,,False,False,False,False,"",,,,,0,0,,,,,,1966,,0,0,,,,Neuvedeno
01.01.1987,20.01.1992,1179-005-78,,Přívěs za os.automobil,.,O1,.,"KNP 250 AW /",,,2500,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,2500,HNĚDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,400,400/ 400,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AH480159,AAC842767,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1267488,,,,False,False,False,False,"",,,,,0,0,,,,,,1987,,0,0,,,,Neuvedeno
05.11.1986,05.11.1986,1179-005-78,,Přívěs za os.automobil,.,O1,.,"KNP 250 AW /",,,1351,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,1351,ČERNÁ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,400,400/ 400,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AH381993,,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1267489,,,,False,False,False,False,"",,,,,0,0,,,,,,1986,,0,0,,,BLANSKO,Neuvedeno
07.04.1983,07.04.1983,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"/ TMB12M00L",L,,D2726235,120,".","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,"36 / 5000",BA 90,"1174",NE,NE,, / ,,"0", /  / ,,,,"ČSN","9 / 6.4 / 9.2","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,D2726235,MODROZEL-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,/ / / ,875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |","93/ 0",80,140,0,,,,,,"",,AG892002,AAF222009,OSOBNÍ,RSV,ZÁNIK,1267490,False,,False,True,False,True,True,"",,,,False,,50,768275/2,,,,False,1983,,0,0,,TMB12M00L,ŠUMPERK,Neuvedeno
01.01.1966,26.04.1972,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,9087964,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,9087964,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AB665708,,OSOBNÍ,RSV,ZÁNIK,1267491,False,,False,False,False,True,True,"",,,,,0,0,3225821,,,,,1966,,0,0,,722,HODONÍN,Neuvedeno
01.01.1971,21.04.1986,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,651653,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,651653,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AC628189,,OSOBNÍ,RSV,ZÁNIK,1267492,False,,False,False,False,True,True,"",,,,,0,0,641510/8,,,,,1971,,0,0,,722,ČESKÉ BUDĚJOVICE,Neuvedeno
01.01.1970,12.06.1990,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,641030,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,641030,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AC552904,,OSOBNÍ,RSV,PROVOZOVANÉ,1267493,False,,False,False,False,True,True,"",,,,,0,0,508626-8,,,,,1970,,0,0,,722,,Neuvedeno
08.10.1975,08.10.1975,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,9122351,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,9122351,MODRÁ-SVĚTLÁ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AD565896,,OSOBNÍ,RSV,ZÁNIK,1267494,False,,False,False,False,True,True,"",,,,,0,0,465695/8,,,,,1975,,0,0,,722,ŽIDLOCHOVICE,Neuvedeno
06.08.1980,06.08.1980,1046-000-77,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 105 S /",S,,A2253565,105,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.10,"33 / 4800",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"ČSN","9.5 / 7.2 / 11","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,A2253565,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4160/ 1595/ 1400,2400,/ / / ,855,1255/ 1255,530/ 530|725/ 725|/ |/ |,600/ 600,400/ 400,1855/ 1855,,,.,2/ -1 ZADNÍ,"155 R 14/ 4.5J X 14|155 R 14/ 4.5J X 14|/ |/ |","0/ 0",80,125,0,,,,,,"",,AG053624,BAC538176,OSOBNÍ,RSV,PROVOZOVANÉ,1267495,False,,False,True,False,True,True,"",,,,,0,0,275408/1,,,,,1980,,0,0,,,,Neuvedeno
01.01.1984,01.01.1984,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,6/8-7033,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,6/8-7033,ČERNÁ,HNĚDÁ-SVĚTLÁ,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,UB584852,UAB822629,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1267496,,,,False,False,False,False,"",,,,,0,0,,,,,,1984,,0,0,,,BRNO,Neuvedeno
20.11.1975,20.11.1975,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,1/4-827,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,1/4-827,ČERNÁ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE402303,,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1267497,,,,False,False,False,False,"",,,,,0,0,,,,,,1975,,0,0,,,KOLÍN,Neuvedeno
14.11.1980,14.11.1980,,,Přívěs za os.automobil-nákladní,,O1,PŘÍVĚS VLASTNÍ VÝROBY,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,2/4-2217,,"VLASTNÍ VÝROBA","",,"/",,"",NE,NE,, / ,Neuvedeno,"", /  / ,,,,"","/  /","",,,"VLASTNÍ VÝROBA",PŘÍVĚS-VALNÍK,,HNĚDÁ,,0 /  / ,2330/ 1400/ 820,,/ / / ,110,450/ 450,450/ 450|/ |/ |/ |,/ ,/ ,/ ,,,TŘÍDA B50-X,1/ -0,"4,00 - 8 SCOOTER/ |/ |/ |/ |","/",,80,,,,,,Běžný provoz,"",,,UBJ719860,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,1267498,,,False,False,False,False,False,"",,,,False,,,,,,,False,1980,,1460,1360,,,,Neuvedeno
01.01.1985,17.05.1993,1364,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2105 /",,,640853,.,".",".",VAZ 2105,"0 / 0",BA 96,"1452",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,640853,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,1060,1460/ 1460,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AH553273,,OSOBNÍ,RSV,ZÁNIK,1267499,,,,False,False,False,False,"",,,,,0,0,7889382,,,,,1985,,0,0,,,ŽĎÁR NAD SÁZAVOU,Neuvedeno
14.03.1990,14.03.1990,1511-083-83,,Traktor kolový,.,.,.,"ZETOR 6211 /",,,20354,.,".",".",Z 6201,"0 / 0",NM,"3456",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,20354,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,3400,4840/ 4840,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AK015081,AAG230027,TRAKTOR,RSV,PROVOZOVANÉ,2275511,,,,False,False,False,False,"",,,,,0,0,21625,,,,,1990,,0,0,,,,Neuvedeno
01.01.1961,12.12.1963,315,,Skútr,.,L3,.,"ČZ 175/502-01 /",,,004851,.,".",".",ČZ 502-01,"0 / 0",BA 80,"172",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,004851,ZELENÁ-ZÁKLADNÍ,MODRÁ-ZÁKLADNÍ,2 / 2 / 0,0/ 0/ 0,0,/ / / ,143,293/ 293,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AA794976,,MOTOCYKL,RSV,ZÁNIK,2275512,,,,False,False,False,False,"",,,,,0,0,04958,,,,,1961,,0,0,,,ZÁBŘEH,Neuvedeno
01.01.1980,03.06.1986,1055,,OSOBNÍ AUTOMOBIL,.,M1,.,"MOSKVIČ 2140 /",,,539663,.,".",".",412,"0 / 0",BA 96,"1478",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,539663,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,1060,1460/ 1460,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG186619,,OSOBNÍ,RSV,ZÁNIK,2275513,,,,False,False,False,False,"",,,,,0,0,2387854,,,,,1980,,0,0,,,,Neuvedeno
01.01.1991,01.01.1991,2456-058-92,,OSOBNÍ AUTOMOBIL,,M1,VOLKSWAGEN,"VW TRANSPORTER 70X1AAABLR2 /",,,WV2ZZZ70ZMH028015,TRANSPORTER,".",".",AAB,"57 / 3700",NM,"2370",NE,NE,, / ,,"0", /  / ,,,,"","/  /","10 / 100",,,".",,,BÍLÁ,,8 / 8 / 0,4655/ 1840/ 1940,2920,/ / / ,1595,2590/ 2590,1350/ 1350|1380/ 1380|/ |/ |,1280/ 1280,800/ 800,3870/ 3870,,,TŘÍDA A50-X,2/ -1,"195/70 R 15 97S/ 6JX15 H2|195/70 R 15 97S/ 6JX15 H2|/ |/ |","82/",76,139,,,,,,,"",,AL726497,UAX708628,OSOBNÍ,RSV,PROVOZOVANÉ,2275514,,,,True,False,True,True,"",,,,,,0,068742,,,,,1991,,,,,,,Neuvedeno
22.07.1991,22.07.1991,SD/12-640/89,,Přívěs za os.automobil,VALNÍKOVÝ,O1,SPORT JACHT,"SPORT JACHT LPB 207.M / LPB",207,m,15924,,"PRŮMYSLOVÝ PODNIK KAMENICE N/L","",,"/",.,"",NE,NE,, / ,,"", /  / ,,,,"","/  /","",,,"",VALNÍKOVÁ,,ZELENÁ,HNĚDÁ,0 / 0 / 0,2215/ 1310/ 820,,/ / / ,76,350/ 350,350/ 350|/ |/ |/ |,/ ,/ ,/ ,,,TŘÍDA B50-X,1/ -0,"4 - 8 SCOOTER/ 2.45 - 8|/ |/ |/ |","/",,80,,,,,,Běžný provoz,"",,AK175859,UAY035298,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2275515,False,,,False,False,False,False,"",,35,Z,,,,,,,,,1990,,1320,1020,,LPB,,Neuvedeno
06.05.1971,06.05.1971,671-001-69,,MOTOCYKL,.,L3,.,"ČZ 175/477-01 /",,,477-1-032055,.,".",".",ČZ 477/01,"0 / 0",BA 90,"172",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,477-1-032055,ŽLUTÁ-ZÁKLADNÍ,ČERVENÁ-ZÁKLADNÍ,2 / 2 / 0,0/ 0/ 0,0,/ / / ,122,282/ 282,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AC597611,,MOTOCYKL,RSV,ZÁNIK,2275516,,,,False,False,False,False,"",,,,,0,0,032717477-11,,,,,1971,,0,0,,,ÚSTÍ NAD LABEM,Neuvedeno
01.01.1973,06.09.1978,671-001-69,,MOTOCYKL,.,L3,.,"ČZ 175/477-01 /",,,477-0-013587,.,".",".",ČZ 477/01,"0 / 0",BA 90,"172",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,477-0-013587,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,122,282/ 282,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AC744135,,MOTOCYKL,RSV,ZÁNIK,2275517,,,,False,False,False,False,"",,,,,0,0,477-1-J013602,,,,,1973,,0,0,,,TÁBOR,Neuvedeno
18.06.1985,18.06.1985,,,Přívěs za os.automobil-nákladní,PŘÍVĚS,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,5/11-6772,VLASTNÍ VÝROBA,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",PŘÍVĚS,5/11-6772,HNĚDÁ,,0 / 0 / 0,2658/ 1450/ 900,0,/ / / ,145,545/ 545,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,TŘÍDA B50-X,1/ .,"155 x 14/ 4,5 x 14|155 x 14/ 4,5 x 14|/ |/ |","0/ 0",0,80,0,,,,,,"",,AH662739,UAM998384,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2275518,False,,False,False,False,False,False,"",,,,,,0,,,,,False,1985,,1800,1450,,,,Neuvedeno
04.04.1984,04.04.1984,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,6/14-3223,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,6/14-3223,ČERNÁ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG988343,,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2275519,,,,False,False,False,False,"",,,,,0,0,,,,,,1984,,0,0,,,,Neuvedeno
28.06.1984,28.06.1984,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,5/11-5772,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,5/11-5772,HNĚDÁ-SVĚTLÁ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG984578,,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2275520,,,,False,False,False,False,"",,,,,0,0,,,,,,1984,,0,0,,,,Neuvedeno
27.09.1982,27.09.1982,,,Přívěs za os.automobil-nákladní,.,O2,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,4/1-1577,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,4/1-1577,ŠEDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AF139210,UAA135821,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2275521,,,,False,False,False,False,"",,,,,0,0,,,,,,1982,,0,0,,,,Neuvedeno
